ID	Longitude	Latitude
827	-99.202786	19.386684
828	-99.203118	19.393499
829	-99.167963	19.33541
830	-99.176297	19.348329
831	-99.170465	19.351298
832	-99.175698	19.36291
833	-99.169197	19.339039
834	-99.17466	19.341865
835	-99.171213	19.343298
836	-99.170239	19.348781
837	-99.164727	19.344016
838	-99.174792	19.36241
839	-99.171002	19.363584
840	-99.180816	19.336992
841	-99.182173	19.343042
842	-99.180421	19.34091
843	-99.178879	19.345696
844	-99.183356	19.337155
845	-99.185425	19.337371
846	-99.177896	19.337732
847	-99.182298	19.356164
848	-99.178588	19.353918
849	-99.164832	19.353173
850	-99.167696	19.357744
851	-99.161367	19.360815
852	-99.165988	19.36217
853	-99.160993	19.353992
854	-99.175712	19.369865
855	-99.171224	19.370649
856	-99.173673	19.374759
857	-99.171829	19.37959
858	-99.173278	19.383532
859	-99.178533	19.383829
860	-99.167631	19.378752
861	-99.170365	19.385616
862	-99.182519	19.380199
863	-99.166322	19.385542
864	-99.162251	19.387321
865	-99.175572	19.396981
866	-99.182224	19.375006
867	-99.18279	19.370926
868	-99.185677	19.36776
869	-99.183809	19.394912
870	-99.175387	19.38531
871	-99.17937	19.386783
872	-99.183309	19.389347
873	-99.179206	19.391819
874	-99.183683	19.386113
875	-99.168933	19.371136
876	-99.164951	19.370432
877	-99.162363	19.379788
878	-99.159092	19.374083
879	-99.167059	19.39264
880	-99.160447	19.391285
881	-99.164139	19.393433
882	-99.123977	19.276886
883	-99.104719	19.299995
884	-99.120668	19.277071
885	-99.120497	19.282166
886	-99.118848	19.285467
887	-99.123804	19.286669
888	-99.111307	19.306719
889	-99.123347	19.288568
890	-99.140472	19.302929
891	-99.115544	19.302983
892	-99.11559	19.300023
893	-99.120935	19.294314
894	-99.137401	19.299954
895	-99.115603	19.319156
896	-99.119124	19.308489
897	-99.12042	19.303715
898	-99.121607	19.299261
899	-99.122016	19.296867
900	-99.127998	19.300213
901	-99.132625	19.299668
902	-99.121879	19.310718
903	-99.125068	19.331342
904	-99.121001	19.321266
905	-99.125342	19.324439
906	-99.12141	19.314624
907	-99.13588	19.277043
908	-99.129897	19.281063
909	-99.143719	19.283917
910	-99.126256	19.286375
911	-99.132884	19.283429
912	-99.138512	19.28137
913	-99.143956	19.289747
914	-99.136483	19.288391
915	-99.142112	19.295268
916	-99.142979	19.291451
917	-99.14163	19.27831
918	-99.148863	19.28736
919	-99.14765	19.293562
920	-99.129753	19.275001
921	-99.130588	19.2872
922	-99.134559	19.286381
923	-99.127521	19.293165
924	-99.127838	19.291438
925	-99.134749	19.295669
926	-99.124513	19.287954
927	-99.127154	19.289299
928	-99.125763	19.299415
929	-99.137395	19.307724
930	-99.14151	19.307884
931	-99.134634	19.315423
932	-99.144038	19.323607
933	-99.143199	19.31573
934	-99.147601	19.314136
935	-99.1285	19.318627
936	-99.137577	19.322814
937	-99.143223	19.329425
938	-99.151346	19.315263
939	-99.14517	19.309821
940	-99.14849	19.323917
941	-99.134144	19.303927
942	-99.128152	19.307066
943	-99.129437	19.311366
944	-99.129444	19.304262
945	-99.132817	19.312473
946	-99.125478	19.306478
947	-99.126434	19.31535
948	-99.133859	19.319553
949	-99.132584	19.325019
950	-99.132369	19.328215
951	-99.10347	19.285563
952	-99.107249	19.294864
953	-99.110341	19.286721
954	-99.107933	19.28272
955	-99.110184	19.272328
956	-99.115885	19.27675
957	-99.112605	19.279676
958	-99.113655	19.291478
959	-99.117545	19.289912
960	-99.116061	19.29492
961	-99.120924	19.291196
962	-99.119961	19.287189
963	-99.117614	19.297746
964	-99.110552	19.2973
965	-99.112056	19.296831
966	-99.102978	19.272092
967	-99.102232	19.297563
968	-99.104113	19.296186
969	-99.100087	19.315534
970	-99.104956	19.324167
971	-99.101767	19.318703
972	-99.103729	19.313247
973	-99.105923	19.308353
974	-99.109299	19.310925
975	-99.104178	19.327541
976	-99.110272	19.327395
977	-99.106767	19.31861
978	-99.104669	19.317895
979	-99.109306	19.315766
980	-99.106835	19.32799
981	-99.110579	19.318379
982	-99.113336	19.308079
983	-99.116605	19.314305
984	-99.117174	19.312404
985	-99.11284	19.314953
986	-99.11101	19.323489
987	-99.114892	19.32925
988	-99.114824	19.3257
989	-99.114976	19.321478
990	-99.120884	19.323615
991	-99.117933	19.327858
992	-99.117438	19.319482
993	-99.119196	19.331999
994	-99.111483	19.320863
995	-99.110216	19.319036
996	-99.102385	19.307957
997	-99.093779	19.32176
998	-99.099236	19.32185
999	-99.10345	19.321247
1000	-99.094109	19.318487
1001	-99.125161	19.336047
1002	-99.122475	19.349529
1003	-99.125396	19.349437
1004	-99.124599	19.337958
1005	-99.121372	19.397336
1006	-99.124161	19.392779
1007	-99.101196	19.374999
1008	-99.098869	19.363794
1009	-99.107258	19.365845
1010	-99.123688	19.353769
1011	-99.123627	19.389613
1012	-99.10895	19.366603
1013	-99.112103	19.366693
1014	-99.114897	19.366792
1015	-99.119505	19.365675
1016	-99.123432	19.363059
1017	-99.125824	19.360036
1018	-99.125196	19.357535
1019	-99.124364	19.382272
1020	-99.123046	19.383643
1021	-99.117483	19.365954
1022	-99.123063	19.364954
1023	-99.124891	19.36449
1024	-99.133533	19.36324
1025	-99.139646	19.367288
1026	-99.145446	19.365587
1027	-99.123583	19.379496
1028	-99.124689	19.368626
1029	-99.128037	19.374999
1030	-99.129987	19.364999
1031	-99.133252	19.366586
1032	-99.140339	19.334716
1033	-99.137507	19.337841
1034	-99.138482	19.335937
1035	-99.138118	19.339963
1036	-99.143263	19.344515
1037	-99.129551	19.345454
1038	-99.134544	19.346927
1039	-99.139594	19.350597
1040	-99.147525	19.349107
1041	-99.134719	19.35801
1042	-99.132666	19.35193
1043	-99.140838	19.363018
1044	-99.14539	19.337502
1045	-99.151339	19.338789
1046	-99.146913	19.35698
1047	-99.151992	19.357075
1048	-99.146164	19.363546
1049	-99.129306	19.336727
1050	-99.133934	19.343042
1051	-99.130722	19.341073
1052	-99.130601	19.354306
1053	-99.135472	19.360567
1054	-99.126573	19.36291
1055	-99.13968	19.394311
1056	-99.132082	19.38518
1057	-99.128503	19.384581
1058	-99.148378	19.377286
1059	-99.152052	19.382546
1060	-99.145733	19.380715
1061	-99.139885	19.388846
1062	-99.13643	19.382962
1063	-99.138688	19.368531
1064	-99.13779	19.374908
1065	-99.142014	19.379491
1066	-99.143526	19.382937
1067	-99.140345	19.385759
1068	-99.136903	19.380372
